,Amount,MerchantName,MCC,Location,Device,TransactionSpeed,Fraud,Weekday,Hour,Month,is_large_amount,is_slow_transaction
3026,710.36,White Ltd,5812,Ortizstad,POS,34.32,0,4,7,10,0,0
3027,413.16,Smith PLC,5411,New Charleschester,Android,14.4,0,6,20,8,0,0
3028,19.16,Taylor LLC,5968,Hollyburgh,Android,2.41,0,5,5,6,0,0
3029,3272.64,Ross Inc,5812,Crystalchester,Web,118.82,1,5,13,7,1,1
3030,47.66,"Morgan, Johnson and Melendez",5942,New Charlesfort,iOS,30.48,0,4,17,3,0,0
3031,883.97,Luna PLC,5968,Ericmouth,iOS,53.49,0,6,3,7,0,0
3032,224.35,Jackson LLC,7299,Mariaborough,Android,40.57,0,4,0,7,0,0
3033,528.18,Young-Harper,5942,Colleenmouth,Android,45.84,0,1,1,11,0,0
3034,567.98,Cardenas Inc,5261,Port Tonybury,iOS,15.93,0,5,2,6,0,0
3035,110.22,Moss-Edwards,5942,South Lance,POS,21.91,0,2,7,3,0,0
3036,945.91,Shannon-Carpenter,5942,Christopherville,Android,25.91,0,0,11,6,0,0
3037,138.4,Weiss Group,5261,South Tyler,Web,12.22,0,3,5,9,0,0
3038,457.42,Cannon-Poole,5261,New Brian,Web,14.67,0,3,1,11,0,0
3039,247.88,Williams Group,5812,West Carl,Web,31.84,0,2,21,2,0,0
3040,614.01,Lam Ltd,5812,Blakeshire,Android,38.32,0,0,5,11,0,0
3041,960.84,"Reed, Singleton and Adams",5261,Port Tony,iOS,27.72,0,0,22,4,0,0
3042,452.0,Hart and Sons,5968,North Kelly,Web,23.69,0,0,9,1,0,0
3043,528.87,Sosa-Holland,5968,Davisland,Web,0.28,0,3,23,5,0,0
3044,39.15,Abbott Ltd,7299,Lake Lauramouth,iOS,1.17,0,5,20,10,0,0
3045,756.08,"Guzman, Turner and Pierce",7299,East Brian,iOS,47.35,0,5,3,9,0,0
3046,647.26,"Myers, Taylor and Robinson",5812,East Emilymouth,Web,54.32,0,5,17,1,0,0
3047,47.56,"Russell, Estrada and Garcia",5411,East Gregoryview,POS,58.71,0,4,0,10,0,0
3048,45.43,Wright-Mora,5812,Port Robert,POS,3.77,0,6,4,6,0,0
3049,36.24,"Harris, Johnson and Harvey",7299,West Thomas,POS,30.56,0,1,20,12,0,0
3050,462.61,Kramer-Duran,7299,New Valerie,POS,15.82,0,1,21,4,0,0
3051,277.09,Phillips Inc,5942,New Codyborough,Android,19.36,0,5,6,9,0,0
3052,692.31,"Davis, Brown and Gibson",5411,East Danielleshire,Android,42.26,0,0,10,11,0,0
3053,62.56,Wilcox Ltd,5261,Juliemouth,POS,23.26,0,6,5,1,0,0
3054,410.55,Cortez PLC,5942,Port Melindaburgh,Web,4.27,0,6,9,10,0,0
3055,383.51,"Bolton, Hardy and Thompson",5411,New Melanie,iOS,40.25,0,6,5,1,0,0
3056,996.25,Hamilton and Sons,5968,Damonville,Web,5.51,0,1,2,7,0,0
3057,150.03,Myers-Rogers,5411,Kristenport,POS,45.42,0,4,3,6,0,0
3058,651.35,"Terry, Carter and Burnett",5968,Rivasmouth,Web,59.92,0,0,5,8,0,0
3059,852.04,Johnson LLC,5261,West Tinafort,iOS,44.36,0,6,13,4,0,0
3060,979.98,Tyler Inc,5261,Kimberlychester,Web,13.06,0,3,5,7,0,0
3061,896.49,Montes Ltd,5968,Miketon,iOS,3.33,0,1,10,12,0,0
3062,117.75,"Taylor, Martin and Reynolds",5261,New Latoyachester,iOS,54.09,0,4,12,2,0,0
3063,954.4,Clark-Roth,7299,Steventown,iOS,42.79,0,6,7,6,0,0
3064,1122.18,Dorsey LLC,5261,Dianaside,POS,88.25,1,4,4,5,0,0
3065,379.25,Zhang Inc,5812,Stephaniestad,POS,34.8,0,4,6,2,0,0
3066,818.75,Austin Ltd,7299,Curryburgh,POS,54.76,0,6,17,7,0,0
3067,259.42,Patel-Davis,7299,North Mariamouth,iOS,43.6,0,4,2,3,0,0
3068,107.53,Orozco-Cooper,5968,Lake Jilltown,POS,39.34,0,1,22,2,0,0
3069,285.64,Oliver PLC,5942,Lake Amandaberg,iOS,4.34,0,0,13,7,0,0
3070,713.63,"Dyer, Kelley and Shelton",5411,Campbellbury,Web,10.47,0,1,1,7,0,0
3071,766.07,Cooper-Butler,5812,Mirandaville,Web,54.55,0,3,23,10,0,0
3072,42.98,Wright-Lewis,7299,West Tony,POS,16.39,0,3,19,10,0,0
3073,159.67,Wright-Wall,5261,West Chadmouth,Android,12.91,0,6,1,6,0,0
3074,21.3,"Carroll, Torres and King",5968,Meganfurt,POS,31.8,0,1,4,7,0,0
3075,1500.02,Welch Group,5261,North Williambury,POS,93.08,1,1,3,5,0,1
3076,409.06,Hall-Sherman,5812,Brownmouth,iOS,50.96,0,1,4,4,0,0
3077,300.83,"Hicks, Combs and Brown",5968,East Allen,POS,47.16,0,5,10,3,0,0
3078,711.4,Mooney-Alvarado,5812,Port Ryan,Web,8.43,0,5,18,5,0,0
3079,821.28,Vega LLC,5942,Woodborough,Web,43.65,0,3,7,1,0,0
3080,785.82,"Anthony, Myers and Morgan",5942,South Ashleystad,POS,7.34,0,4,21,8,0,0
3081,960.06,Hernandez-Miller,5261,Brittanyview,POS,42.75,0,6,16,6,0,0
3082,213.62,Dyer-Martin,7299,West Kurt,iOS,48.44,0,0,12,9,0,0
3083,515.58,Williams-Larson,5411,Rodriguezshire,Web,4.25,0,1,7,6,0,0
3084,397.39,Bush-Sparks,7299,Rojasborough,Android,34.52,0,4,2,4,0,0
3085,15.88,Thompson-Smith,5411,Williamhaven,Android,15.67,0,3,3,8,0,0
3086,58.57,Pratt-Martin,5261,North Christophermouth,iOS,55.02,0,1,21,9,0,0
3087,925.3,"Sawyer, Acevedo and Garcia",5812,Ricebury,POS,9.16,0,5,13,11,0,0
3088,912.57,Yang LLC,5261,North Anthonyland,POS,8.47,0,1,13,7,0,0
3089,55.85,Carter-Mcdonald,7299,Loganburgh,iOS,14.08,0,6,1,5,0,0
3090,497.59,Wilson Group,5411,Port Jesse,Web,5.01,0,1,15,2,0,0
3091,424.76,Barnes and Sons,5812,New Shannon,Web,54.18,0,5,10,5,0,0
3092,738.09,"Griffin, Taylor and White",5968,Smithstad,Android,5.1,0,3,10,7,0,0
3093,573.61,Gilbert Inc,5261,Lake Cherylside,iOS,38.08,0,1,3,1,0,0
3094,528.8,Wood-Mayer,5261,Samanthaberg,iOS,59.42,0,2,22,5,0,0
3095,85.1,"Salazar, Townsend and Morgan",5261,Youngfort,Web,16.2,0,5,2,8,0,0
3096,751.74,Thompson-Maddox,5968,Melindaburgh,iOS,30.17,0,0,16,7,0,0
3097,279.81,Powell PLC,7299,West Thomas,POS,17.71,0,3,4,12,0,0
3098,788.45,"Williams, Moore and Patterson",5812,Youngville,POS,42.38,0,5,3,7,0,0
3099,529.44,Mcmillan-Ayers,5968,East Gabrielleport,iOS,27.44,0,3,7,6,0,0
3100,98.74,Harris LLC,5942,South Brittany,Web,39.65,0,6,13,8,0,0
3101,73.23,Cobb Group,5968,Kevinchester,POS,18.25,0,1,20,9,0,0
3102,308.51,"Fitzpatrick, Wright and Martin",7299,Port James,Android,15.12,0,1,22,11,0,0
3103,58.67,Jones Group,5812,Port Lynn,POS,23.99,0,0,5,11,0,0
3104,297.31,"Collins, Garcia and Simmons",5968,Lake Tony,POS,24.52,0,2,11,11,0,0
3105,674.96,"Roberts, Davis and Kirk",5812,East Victor,Android,53.47,0,3,9,11,0,0
3106,859.73,Hardin Inc,5968,Lake Deborahhaven,iOS,40.02,0,1,12,4,0,0
3107,682.1,"Grimes, Cameron and Haney",5261,North Michael,Android,33.83,0,6,7,6,0,0
3108,250.91,Williams-Ali,5812,Andrewbury,POS,9.27,0,0,1,1,0,0
3109,187.75,"Krueger, Roberts and Austin",5942,Austinbury,POS,1.95,0,2,5,5,0,0
3110,224.14,Arias-Gonzalez,5968,Port Larry,POS,16.14,0,5,5,2,0,0
3111,513.6,Spence-Jimenez,5411,South James,Android,20.74,0,3,2,8,0,0
3112,71.0,Evans-Richard,5812,West Eric,iOS,3.25,0,5,21,7,0,0
3113,386.95,"Odonnell, Pratt and White",5411,Lake Jason,POS,1.32,0,4,0,2,0,0
3114,808.38,Reyes Group,5942,Debrachester,iOS,25.64,0,4,4,12,0,0
3115,999.19,Parker-Hernandez,5812,Jessicaview,Android,8.28,0,1,20,7,0,0
3116,323.43,Mcdonald-Torres,5411,West Robert,iOS,27.14,0,5,7,6,0,0
3117,360.67,Gonzales-Mcclain,5968,Marioside,Web,13.08,0,1,4,11,0,0
3118,464.4,"Johnson, Brewer and Alexander",7299,Dunntown,Android,54.64,0,3,7,10,0,0
3119,539.34,"Bryant, Buckley and Griffin",5261,Mccarthybury,iOS,6.28,0,3,12,1,0,0
3120,743.7,Livingston-Hull,5411,Cruzport,Web,45.34,0,0,2,7,0,0
3121,48.17,"Montgomery, Nelson and Juarez",5812,West Kaylee,Android,2.12,0,0,21,8,0,0
3122,749.6,"Chan, Suarez and Matthews",5411,Jamesfort,Web,13.86,0,4,18,11,0,0
3123,546.21,Evans and Sons,5261,Lake Tyronefurt,Web,46.12,0,0,14,6,0,0
3124,914.96,Hancock and Sons,5942,Ashleychester,POS,40.08,0,5,9,8,0,0
3125,105.71,Hughes-Mason,5968,West Jeffreyfort,POS,13.67,0,4,23,3,0,0
3126,708.65,Stephens-Smith,5942,South Michaelhaven,iOS,23.49,0,6,7,6,0,0
3127,379.23,Smith LLC,7299,West Mitchell,Android,15.4,0,4,2,5,0,0
3128,190.08,Estrada PLC,5812,Stephaniemouth,Android,42.86,0,2,4,6,0,0
3129,876.87,"Frazier, Morris and Murphy",5968,Sethborough,Android,38.95,0,4,7,1,0,0
3130,725.14,Glass Inc,7299,Reyesview,Android,41.67,0,2,7,5,0,0
3131,382.36,Bryan-Smith,5942,Ramirezbury,Web,37.13,0,0,19,4,0,0
3132,668.56,Davis Inc,5968,West Danielle,Android,14.03,0,3,4,9,0,0
3133,902.48,Koch Group,5261,West Joseph,Android,13.75,0,1,7,9,0,0
3134,407.55,"Huynh, Harris and Nicholson",5968,Cherylport,iOS,41.41,0,6,18,12,0,0
3135,866.52,Haas LLC,7299,Lake Robinport,POS,17.38,0,2,2,8,0,0
3136,943.7,Brown-Taylor,5812,New Amandaview,Web,14.95,0,0,15,1,0,0
3137,858.55,"Grant, Martinez and Taylor",5261,Kimberlytown,Web,47.55,0,6,8,9,0,0
3138,329.14,Nunez-Mckinney,5812,East Daniel,POS,3.42,0,3,17,4,0,0
3139,663.11,"Maxwell, Nelson and Smith",5968,Lake Michael,Web,24.09,0,5,12,8,0,0
3140,721.34,Knox Inc,5812,North Judy,Android,59.5,0,2,13,2,0,0
3141,611.95,Sullivan LLC,7299,Port Mary,Android,51.21,0,2,2,9,0,0
3142,473.07,Martinez-Escobar,5261,East Alec,iOS,24.2,0,2,14,9,0,0
3143,170.15,"Hobbs, Goodman and Hall",5411,Thomasview,Web,43.38,0,1,6,3,0,0
3144,179.59,"Byrd, Hardin and Sanchez",5261,Grahamberg,Web,41.93,0,3,10,11,0,0
3145,202.19,"Ford, Warner and Robinson",5942,North Vincent,Web,0.56,0,3,1,12,0,0
3146,355.87,"Johnson, Mcclure and Miller",5261,Port Pamelaberg,Android,23.8,0,3,12,1,0,0
3147,970.62,Thomas LLC,5411,Henrymouth,Web,38.82,0,5,8,3,0,0
3148,435.85,"Olsen, Lewis and Wallace",5942,Adrianview,Android,8.0,0,1,13,6,0,0
3149,286.47,Keller Group,5411,North Lori,POS,24.85,0,4,12,7,0,0
3150,313.68,Thomas-Smith,5411,South Paige,POS,6.69,0,0,5,11,0,0
3151,16.01,Edwards-Nguyen,7299,East Samantha,POS,47.33,0,2,2,9,0,0
3152,169.77,Wells-Jackson,5942,Hernandezfurt,Web,57.68,0,0,6,12,0,0
3153,534.15,"Davis, Baker and Kennedy",5968,New Eric,POS,55.4,0,5,17,6,0,0
3154,779.17,"Moss, Bell and Miller",7299,South Leslie,iOS,20.51,0,2,9,4,0,0
3155,812.08,Hughes-Black,5261,West Diana,iOS,26.12,0,1,3,10,0,0
3156,733.71,Rogers Ltd,7299,Tannerville,Web,28.0,0,6,9,9,0,0
3157,51.69,"Ford, Jones and Young",7299,North Gabriela,Web,51.81,0,3,13,5,0,0
3158,524.96,Pierce Inc,5812,Serranomouth,iOS,33.95,0,3,2,5,0,0
3159,503.67,"Jackson, Walsh and Clark",7299,New Christina,iOS,3.08,0,3,4,9,0,0
3160,425.28,Miller and Sons,5968,Henryview,Android,10.11,0,0,14,2,0,0
3161,949.49,"Ramirez, Doyle and Young",5942,North Vincentfort,iOS,45.09,0,3,15,12,0,0
3162,374.75,Watson Ltd,5261,Alexandrialand,Web,52.55,0,6,12,8,0,0
3163,787.13,Taylor PLC,5942,Fergusonstad,Web,11.22,0,1,6,12,0,0
3164,355.3,"Pittman, Patel and Hoffman",5411,Franciscomouth,POS,22.7,0,5,8,5,0,0
3165,384.78,"Mercer, Mendoza and Lee",5968,East Gary,Android,45.31,0,0,5,8,0,0
3166,396.06,Mcbride-Wilson,5261,Andersonville,Web,57.05,0,2,9,9,0,0
3167,157.52,"Morrow, Duffy and Figueroa",5411,Port Thomas,Android,17.25,0,0,23,3,0,0
3168,541.8,Sullivan-Phillips,5261,Robinland,Android,25.2,0,1,16,7,0,0
3169,645.36,Carroll-Johnson,5942,New Albertport,POS,53.99,0,6,2,3,0,0
3170,720.37,Malone Group,5261,East Jessica,Android,9.67,0,0,7,7,0,0
3171,345.18,Williams-Henderson,5942,Lake Eric,POS,50.39,0,0,6,8,0,0
3172,625.18,Beck-Jackson,7299,Smithview,Android,55.38,0,3,0,2,0,0
3173,786.01,Alvarez Inc,5261,North Carlosbury,POS,56.0,0,2,22,10,0,0
3174,203.67,Fletcher PLC,5261,Heathershire,Android,2.21,0,2,18,3,0,0
3175,103.34,Colon Inc,5812,South Harryview,Android,53.62,0,1,11,12,0,0
3176,329.74,"Silva, Howell and Kennedy",5411,West Cynthia,iOS,7.36,0,0,2,10,0,0
3177,993.46,Stewart-Mccall,5261,Margaretchester,POS,57.68,0,2,3,4,0,0
3178,360.95,Dickerson-Sanchez,5942,New Mauriceland,Web,27.09,0,2,8,4,0,0
3179,261.13,Burke Group,5942,Mendezberg,iOS,40.32,0,3,15,7,0,0
3180,843.88,"Brown, Page and Boyd",5942,Jimville,Web,9.57,0,5,6,11,0,0
3181,408.6,Moore LLC,5261,West Mollymouth,Web,34.04,0,6,18,9,0,0
3182,976.92,Fisher-Pugh,5968,Johnsonview,POS,57.88,0,0,19,11,0,0
3183,17.87,"Fischer, Lopez and Odom",5812,Theresachester,POS,7.14,0,6,21,3,0,0
3184,361.41,Hernandez-Sanchez,7299,West Charlesview,Android,34.79,0,6,14,5,0,0
3185,627.79,Jimenez LLC,5968,Port Matthew,POS,0.91,0,4,5,6,0,0
3186,297.59,"Smith, Turner and Martinez",5411,East Joe,Web,28.89,0,4,0,4,0,0
3187,867.26,Barnes PLC,5261,Lake Amberstad,POS,3.31,0,0,20,9,0,0
3188,903.54,Blackburn LLC,5812,Lake Steven,iOS,15.94,0,0,23,12,0,0
3189,502.11,Dudley-Matthews,5261,South Michael,Web,23.81,0,2,12,1,0,0
3190,854.44,Baker-Mcdonald,5968,Robinsonview,Web,19.57,0,0,12,1,0,0
3191,121.92,Wilson and Sons,5812,Lisashire,POS,11.71,0,5,3,8,0,0
3192,506.98,Davis LLC,5261,Garcialand,iOS,15.59,0,5,3,5,0,0
3193,110.52,"Howe, Moore and Walters",5812,West Sean,Web,33.34,0,2,7,5,0,0
3194,839.31,Perez PLC,7299,Mcmahonport,iOS,13.03,0,4,17,8,0,0
3195,371.93,"Evans, Gonzalez and Burke",7299,Lake Paige,POS,56.11,0,6,18,7,0,0
3196,411.37,"Mcfarland, Barnes and Morgan",5942,East Johnfurt,POS,59.16,0,2,13,12,0,0
3197,306.13,"Henson, Burns and Hubbard",7299,Port Williamhaven,iOS,28.66,0,4,17,12,0,0
3198,315.7,Garcia and Sons,5968,Kevinfort,Web,59.06,0,1,6,8,0,0
3199,526.84,Lee-Wright,5812,Danielport,iOS,39.18,0,4,17,1,0,0
3200,170.53,Gaines Inc,5968,Port Shawn,Android,41.5,0,6,1,10,0,0
3201,87.77,Carr-Fowler,5812,Wagnerfort,POS,53.92,0,2,22,7,0,0
3202,693.8,Schneider LLC,5942,West Dean,Web,35.94,0,5,21,9,0,0
3203,299.82,Whitney and Sons,7299,South Shelby,Web,7.82,0,4,6,11,0,0
3204,505.04,Daniels Inc,5812,Grahamville,iOS,58.65,0,4,1,9,0,0
3205,671.53,Meadows PLC,5411,Ericton,iOS,11.71,0,6,3,7,0,0
3206,974.11,Ellis Group,5968,Port Robert,POS,41.03,0,2,6,2,0,0
3207,73.95,"Norman, Wolfe and Reyes",5812,South Sylvia,iOS,56.33,0,5,3,3,0,0
3208,680.46,Lane and Sons,5968,Smithborough,Web,59.49,0,4,18,11,0,0
3209,340.11,"Bowers, Nichols and Kelly",7299,Jasonberg,Android,42.42,0,3,1,8,0,0
3210,281.86,Williams-Fisher,5261,New Hollymouth,Android,8.76,0,2,6,5,0,0
3211,531.87,Stanton LLC,5261,Edwardbury,iOS,29.01,0,6,22,7,0,0
3212,396.07,Dyer Inc,5812,Lewisport,Web,59.48,0,1,22,9,0,0
3213,841.51,Bentley-Fowler,7299,Jacksontown,Web,6.01,0,5,12,9,0,0
3214,674.32,Gordon Inc,5411,Dixonfort,Web,38.25,0,1,3,4,0,0
3215,537.76,"Harrison, Ross and Stewart",5968,West Katrina,Android,26.34,0,4,13,11,0,0
3216,597.01,Hickman-Cain,5411,Carolberg,Web,24.73,0,5,21,1,0,0
3217,466.04,Romero Ltd,5411,Stephentown,POS,32.84,0,0,20,8,0,0
3218,655.31,"Barker, Cruz and Johnson",5812,South Kayla,iOS,30.88,0,6,22,1,0,0
3219,421.44,Garcia and Sons,7299,Port Micheleton,iOS,57.69,0,5,12,6,0,0
3220,466.46,"Johnson, Moore and Jensen",5812,Port Kristinburgh,Web,23.47,0,2,10,5,0,0
3221,521.61,"Turner, Hood and Rice",5411,South Abigail,POS,28.94,0,1,13,8,0,0
3222,654.07,"Schmidt, Matthews and Ellis",5411,East William,POS,19.02,0,4,11,11,0,0
3223,922.09,Floyd-Edwards,5812,New Gregoryland,POS,5.87,0,3,5,7,0,0
3224,879.53,Norman Inc,5812,North Meghanside,iOS,32.37,0,6,15,2,0,0
3225,718.08,"Fisher, Benson and Walker",5942,New Cheryl,POS,8.67,0,4,8,4,0,0
3226,482.5,Li-Smith,7299,Port Lori,Web,51.04,0,1,11,4,0,0
3227,426.96,Wilson-Foley,5411,North Johnchester,iOS,37.1,0,5,2,8,0,0
3228,863.21,Gonzalez and Sons,7299,Josephshire,iOS,6.32,0,3,0,8,0,0
3229,539.73,"Woodard, Beck and Berry",5261,Stephenland,Web,51.28,0,2,15,6,0,0
3230,200.71,"Wilkinson, Hill and Valencia",5411,Briannachester,iOS,30.28,0,4,11,9,0,0
3231,973.51,Harper-Prince,5261,Hernandeztown,iOS,11.92,0,4,8,11,0,0
3232,886.37,Trujillo-Patrick,5968,Josephton,iOS,58.68,0,0,10,5,0,0
3233,983.86,"Phillips, Wong and Meyer",7299,Baileyfort,POS,27.47,0,4,1,6,0,0
3234,450.82,Torres PLC,5968,Kennethton,iOS,40.33,0,0,10,7,0,0
3235,710.37,"Parker, Clark and Marsh",7299,West Christopher,POS,49.27,0,0,17,10,0,0
3236,285.5,Miller Inc,5942,West Mathewside,Android,32.9,0,4,9,4,0,0
3237,323.18,Diaz-Brooks,5942,Smithport,Web,14.33,0,4,11,7,0,0
3238,366.65,Johnson Inc,5261,Carlsonside,Web,56.77,0,4,16,11,0,0
3239,971.91,"Sherman, Miller and Quinn",5411,West David,POS,43.31,0,5,16,3,0,0
3240,278.93,Hopkins-Atkinson,5942,New Garychester,Android,0.98,0,1,20,4,0,0
3241,811.17,West Inc,5968,Lake Kevin,Web,5.91,0,6,13,6,0,0
3242,379.39,Mills Inc,5942,Robertburgh,iOS,46.37,0,2,21,4,0,0
3243,219.77,Diaz-Anderson,5968,New Amymouth,Web,35.52,0,5,12,4,0,0
3244,727.61,"Webb, Kelly and Edwards",5812,Riveraburgh,Web,50.96,0,6,9,11,0,0
3245,917.76,"Pratt, Nelson and Mccormick",5411,Debraview,Web,10.6,0,3,8,8,0,0
3246,621.07,Lee-Franco,5812,East John,POS,23.53,0,1,6,12,0,0
3247,368.57,Rogers and Sons,5812,Sheppardmouth,Android,25.49,0,0,8,2,0,0
3248,943.41,Ochoa Ltd,5261,Rayfurt,POS,3.05,0,5,16,6,0,0
3249,470.88,Ball-Freeman,5261,Melissaside,POS,3.1,0,3,0,4,0,0
3250,411.46,Lopez-Sanders,5812,Port Katherineland,iOS,20.33,0,1,12,3,0,0
3251,997.3,Mckinney-Arnold,5968,Kimberlystad,Web,30.69,0,6,2,11,0,0
3252,672.6,Jenkins-Jackson,5261,Lake Andreafurt,Android,41.98,0,2,2,10,0,0
3253,23.79,Evans Ltd,7299,North Tonistad,Web,3.15,0,0,20,9,0,0
3254,588.45,Klein-Murillo,7299,South Donald,Android,33.98,0,5,3,11,0,0
3255,878.83,Jordan and Sons,5942,Carlsonfort,Web,4.05,0,0,20,7,0,0
3256,654.9,"Rollins, Wilcox and Byrd",7299,Franklinfurt,POS,21.9,0,3,20,3,0,0
3257,743.65,Jarvis LLC,5942,Taraside,POS,56.43,0,1,10,5,0,0
3258,373.1,Gomez Ltd,7299,South Sarahberg,iOS,58.7,0,4,0,11,0,0
3259,922.19,Bishop LLC,5942,Port Raymond,Android,33.3,0,2,23,4,0,0
3260,642.17,"Shaw, Vaughan and Russell",7299,Walkerbury,Web,44.43,0,1,8,12,0,0
3261,859.06,Spears-Roman,5261,Garciaview,POS,52.15,0,3,22,8,0,0
3262,987.39,Love-Knight,5968,Russellville,iOS,4.07,0,5,1,5,0,0
3263,699.76,Wise and Sons,7299,New Katiebury,Android,11.41,0,0,12,1,0,0
3264,805.28,Hahn Inc,7299,South Jessica,iOS,37.99,0,1,20,4,0,0
3265,188.78,"Rush, Conner and Lawrence",5411,Petertown,iOS,9.38,0,2,10,3,0,0
3266,963.56,"Perez, Holmes and Paul",5411,Port Karenchester,Android,18.1,0,1,20,3,0,0
3267,781.88,"Moreno, Owens and Ramirez",5411,Traciefort,iOS,59.25,0,6,19,2,0,0
3268,827.89,White-Nguyen,7299,Porterchester,Web,10.08,0,4,3,11,0,0
3269,527.67,Burns-Taylor,5968,Port Christopherland,Web,43.83,0,3,18,2,0,0
3270,863.84,Lopez-Andrews,5812,Pamelashire,Web,41.15,0,2,7,5,0,0
3271,898.93,Myers-Cruz,5812,Westfort,Android,19.07,0,1,1,4,0,0
3272,668.22,Garcia-Jensen,5411,Russellhaven,POS,14.93,0,0,13,12,0,0
3273,460.04,"King, Green and Thomas",7299,Lake Garyville,iOS,48.18,0,4,14,11,0,0
3274,962.43,"Moore, Chavez and Clark",5942,Dominicton,Web,8.14,0,4,23,8,0,0
3275,267.11,Davis-Rodriguez,5942,Brianberg,iOS,58.87,0,3,4,12,0,0
3276,502.5,Lopez-Watson,5411,South Melindahaven,Android,8.33,0,4,7,8,0,0
3277,643.96,Sullivan-Douglas,5968,Reginaville,iOS,48.18,0,4,13,1,0,0
3278,556.65,"Jensen, Hebert and Simmons",5411,Payneshire,POS,46.92,0,5,23,11,0,0
3279,12.96,"White, Sanchez and Henderson",5411,Port Shawn,Android,0.44,0,6,7,4,0,0
3280,654.75,Ray-Rose,5261,Villegasburgh,POS,54.69,0,2,1,4,0,0
3281,707.66,Hanson LLC,5968,Wilkinsonmouth,POS,49.63,0,1,9,2,0,0
3282,123.15,Olson-Koch,5411,Christinaburgh,Android,51.9,0,1,1,4,0,0
3283,364.22,Zimmerman Ltd,5812,North Nicole,POS,42.04,0,1,23,1,0,0
3284,304.81,Gould-Thompson,7299,North William,Android,1.81,0,3,1,9,0,0
3285,529.31,Jenkins Inc,5968,South Melinda,POS,1.42,0,6,7,4,0,0
3286,196.58,"Peters, Snyder and Duran",5968,North Jeffrey,iOS,15.96,0,0,17,9,0,0
3287,574.49,Meyer LLC,7299,Shawnfurt,iOS,7.83,0,4,4,3,0,0
3288,314.54,"Holland, Thompson and Jones",5968,South Paulmouth,POS,20.77,0,3,8,2,0,0
3289,294.38,"Griffin, Meyer and Franco",5411,Snowhaven,Web,24.41,0,1,15,1,0,0
3290,315.17,"Martin, Curry and Davis",5261,West Alexanderburgh,Android,48.91,0,2,6,8,0,0
3291,118.21,Ellis and Sons,5261,Websterland,Android,10.4,0,5,1,3,0,0
3292,599.94,"Mays, Mcbride and Smith",5968,West Evelyn,iOS,44.48,0,4,8,12,0,0
3293,131.2,Rice Ltd,5942,Christopherfort,Android,46.91,0,0,1,12,0,0
3294,367.42,"West, Chan and Bradford",7299,New Michael,Web,11.26,0,2,4,4,0,0
3295,760.96,Perez Ltd,7299,South Joel,Android,31.39,0,5,11,1,0,0
3296,249.5,Stephens and Sons,5968,North Melindaland,Web,21.79,0,3,17,1,0,0
3297,484.2,"Harmon, Camacho and Garcia",5411,South Monicaborough,iOS,34.79,0,6,18,6,0,0
3298,42.83,Luna-Cowan,5812,Walkermouth,Android,2.31,0,5,5,8,0,0
3299,776.46,"Woods, Woods and Brady",5812,South Gregoryberg,Android,37.62,0,1,7,2,0,0
3300,920.74,Curtis-Wright,5942,New Nicole,Android,7.92,0,6,8,8,0,0
3301,679.78,Ferguson-West,5968,Woodshaven,POS,31.6,0,3,3,9,0,0
3302,278.83,Barker-Rodgers,5968,Gregoryhaven,Android,31.88,0,3,22,1,0,0
3303,720.03,"Wilcox, King and Sullivan",5812,New Gailborough,Android,35.33,0,2,16,1,0,0
3304,860.74,Roberts-Wise,5812,Wilsonbury,Web,3.05,0,2,19,1,0,0
3305,326.47,"Alexander, Riley and Porter",5968,East Whitney,iOS,3.13,0,4,5,7,0,0
3306,630.39,"Burke, Chang and Burgess",5261,New Zoe,Web,54.84,0,2,22,7,0,0
3307,351.08,Campbell-Stout,5968,Ronaldfort,Web,23.02,0,5,19,7,0,0
3308,996.56,Rose-Bowen,5812,Mckenzieberg,POS,53.75,0,3,3,10,0,0
3309,3001.96,Carter-Williams,5812,Port Kristineberg,Web,100.8,1,5,1,12,1,1
3310,37.38,Cochran and Sons,5968,Kimberlyton,POS,42.38,0,6,17,10,0,0
3311,168.13,Moss Group,5968,East Shelby,Android,53.52,0,2,18,9,0,0
3312,549.62,"Fields, Summers and Johnson",5812,Port Andrewborough,Android,42.49,0,3,2,10,0,0
3313,690.46,Smith-Sweeney,5968,North Jennifer,Web,48.81,0,2,20,10,0,0
3314,330.56,Brown-Black,5968,Timothytown,Android,32.56,0,3,2,4,0,0
3315,214.3,Pitts-Young,7299,East Shelbyville,iOS,29.66,0,5,4,10,0,0
3316,627.19,Clarke LLC,5411,Mcintoshchester,Web,35.1,0,4,17,9,0,0
3317,104.31,Cowan Ltd,5968,Novakborough,Android,33.21,0,5,1,10,0,0
3318,28.32,"May, Gibson and Shah",5968,Davisside,POS,9.35,0,1,4,1,0,0
3319,19.4,"Bird, Gray and Matthews",5968,Parrishbury,Web,27.14,0,3,13,11,0,0
3320,73.51,Stewart Inc,5942,Timothyfurt,Android,14.34,0,4,5,8,0,0
3321,679.91,Simmons-Berg,5411,New Emilytown,Web,44.49,0,5,21,6,0,0
3322,424.29,Munoz-Ross,5968,East Anita,Android,43.8,0,2,7,2,0,0
3323,650.68,Johnson PLC,5261,Royville,iOS,12.66,0,5,19,3,0,0
3324,203.1,Mendez Inc,5942,Harrisbury,iOS,42.29,0,5,8,6,0,0
